establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Schooner Shores Group Home|Monarch|NC|1.00|1.00|5.00|9503.00|561326126|'Monarch Consulting Services'|monarch|false
Seawell Street Group Home|Monarch|NC|1.00|1.00|4.00|6937.00|561326126|'Monarch Consulting Services'|monarch|false
Second Street Group Home|Monarch|NC|1.00|1.00|12.00|16218.00|561326126|'Monarch Consulting Services'|monarch|false
SECU Youth Crisis Center|Monarch|NC|1.00|2.00|45.00|50212.00|561326126|'Monarch Consulting Services'|monarch|false
Simbelyn Group Home|Monarch|NC|1.00|1.00|7.00|7521.00|561326126|'Monarch Consulting Services'|monarch|false
Southgate Group Home|Monarch|NC|1.00|1.00|13.00|17264.00|561326126|'Monarch Consulting Services'|monarch|false
Southridge Road Group Home|Monarch|NC|1.00|1.00|11.00|18364.00|561326126|'Monarch Consulting Services'|monarch|false
Spencer's Place Group Home|Monarch|NC|1.00|1.00|5.00|6805.00|561326126|'Monarch Consulting Services'|monarch|false
Stanly Industrial Services|Monarch|NC|1.00|2.00|24.00|36383.00|561326126|'Monarch Consulting Services'|monarch|false
Stokes Opportunity Center|Monarch|NC|1.00|1.00|2.00|1415.00|561326126|'Monarch Consulting Services'|monarch|false
Studio 651|Monarch|NC|1.00|2.00|95.00|190777.00|561326126|'Monarch Consulting Services'|monarch|false
Tanglewood Arbor|Monarch|NC|1.00|2.00|32.00|43626.00|561326126|'Monarch Consulting Services'|monarch|false
The Oaks Group Home|Monarch|NC|1.00|1.00|4.00|7342.00|561326126|'Monarch Consulting Services'|monarch|false
Tri-City Group Home|Monarch|NC|1.00|1.00|6.00|11904.00|561326126|'Monarch Consulting Services'|monarch|false
Troy Road Group Home|Monarch|NC|1.00|1.00|5.00|6436.00|561326126|'Monarch Consulting Services'|monarch|false
Valleyview Group Home|Monarch|NC|1.00|1.00|6.00|7702.00|561326126|'Monarch Consulting Services'|monarch|false
Vanceboro Group Home|Monarch|NC|1.00|1.00|6.00|11330.00|561326126|'Monarch Consulting Services'|monarch|false
Vocational Opportunities in the Community|Monarch|NC|1.00|1.00|8.00|11244.00|561326126|'Monarch Consulting Services'|monarch|false
Vocational Options of Hoke County|Monarch|NC|1.00|2.00|21.00|25161.00|561326126|'Monarch Consulting Services'|monarch|false
Walnut Cove Apartments|Monarch|NC|1.00|1.00|1.00|1255.00|561326126|'Monarch Consulting Services'|monarch|false
Wayfarer Apartments|Monarch|NC|1.00|1.00|1.00|2040.00|561326126|'Monarch Consulting Services'|monarch|false
Wayfarer Court Group Home|Monarch|NC|1.00|1.00|7.00|14983.00|561326126|'Monarch Consulting Services'|monarch|false
West Blanche Street Group Home|Monarch|NC|1.00|1.00|4.00|7418.00|561326126|'Monarch Consulting Services'|monarch|false
Windemere Group Home|Monarch|NC|1.00|1.00|5.00|9452.00|561326126|'Monarch Consulting Services'|monarch|false
Wiregrass Apartments|Monarch|NC|1.00|1.00|1.00|2160.00|561326126|'Monarch Consulting Services'|monarch|false
Mt. Vernon|Owens Corning|OH|1.00|2.00|40.00|109332.00|371525228|'Owens Corning'|owens corning|false
Crescent Manufacturing|Crescent Manufacturing|NY|1.00|2.00|155.00|284775.00|222998620|'Crescent Construction Services'|crescent|false
Advanced Roofing Inc - South Florida|Advanced Roofing|FL|1.00|3.00|322.00|581654.00||'Advanced Roofing Inc.', 'Advanced Roofing Services Inc.', 'Advanced Roofing Systems Inc.', 'Advanced Roofing Systems Ltd.'|advanced roofing|true
South Florida|Advanced Roofing|FL|1.00|3.00|322.00|581654.00||'Advanced Roofing Inc.', 'Advanced Roofing Services Inc.', 'Advanced Roofing Systems Inc.', 'Advanced Roofing Systems Ltd.'|advanced roofing|true
Tampa|Advanced Roofing|FL|1.00|2.00|65.00|137439.00||'Advanced Roofing Inc.', 'Advanced Roofing Services Inc.', 'Advanced Roofing Systems Inc.', 'Advanced Roofing Systems Ltd.'|advanced roofing|true
West Palm Beach|Advanced Roofing|FL|1.00|2.00|18.00|44736.00||'Advanced Roofing Inc.', 'Advanced Roofing Services Inc.', 'Advanced Roofing Systems Inc.', 'Advanced Roofing Systems Ltd.'|advanced roofing|true
Sanford|Advanced Roofing|FL|1.00|2.00|57.00|109939.00||'Advanced Roofing Inc.', 'Advanced Roofing Services Inc.', 'Advanced Roofing Systems Inc.', 'Advanced Roofing Systems Ltd.'|advanced roofing|true
Haeber Roofing Company|Haeber Roofing Company|TX|1.00|2.00|38.00|77297.00||'Haeber Roofing'|haeber roofing|false
Alliance Roofing Holdings Inc|Alliance Roofing|CO|1.00|2.00|18.00|40233.00|853598851|'Alliance Roofing', 'Alliance Roofing, LLC'|alliance roofing|true
C.O. Beck & Sons|C.O. Beck & Sons|ME|1.00|2.00|20.00|37000.00|010246859|'C.O. Beck & Sons Inc.'|c.o. beck & sons|false
Tremco East 80th|Tremco CPG Inc|OH|1.00|2.00|42.00|87781.00||'Tremco CPG Inc.'|tremco cpg|false
Tremco Roofing & Building Maintenance-Weatherproofing Tech Inc|Tremco CPG Inc|OH|1.00|3.00|1311.00|2374237.00||'Tremco CPG Inc.'|tremco cpg|false
Paragon Medical - Indianapolis|MW Industries|IN|1.00|2.00|78.00|133373.00|351831457|'MW'|mw|false
Paragon Medical - Instruments & Implants - Pierceton|MW Industries|IN|1.00|3.00|275.00|444751.00|351831457|'MW'|mw|false
Tremco Barrier Solutions Inc.|Tremco CPG Inc|OH|1.00|2.00|26.00|36220.00||'Tremco CPG Inc.'|tremco cpg|false
Texas Roof Management Inc.|Texas Roof Management Inc.|TX|1.00|2.00|65.00|135200.00|752629087|'Texas Roof Management Inc.'|texas roof|false
Bob Hilson & Company inc.|Bob Hilson & Company inc.|FL|1.00|2.00|43.00|82286.00|591894854|'Bob Hilson & Co. Inc.'|bob hilson &|false
Paragon Medical - Cases & Trays - Pierceton|MW Industries|IN|1.00|3.00|368.00|503826.00|351831457|'MW'|mw|false
Paragon Medical - Smithfield|MW Industries|UT|1.00|2.00|193.00|298613.00|351831457|'MW'|mw|false
MW Life Sciences - Vandalia|MW Industries|OH|1.00|2.00|113.00|188740.00|760806287|'MW'|mw|false
SiVance LLC|Milliken & Company|FL|1.00|2.00|137.00|271070.00|510105342|'Milliken & Company'|milliken &|false
TEMA Roofing Services|TEMA Roofing Services|OH|1.00|2.00|35.00|60679.00||'TEMA Roofing Services LLC'|tema roofing|false
Farrell Roofing, Inc|Farrell Roofing, Inc|DE|1.00|2.00|30.00|2874150.00|208890407|'Farrell Roofing', 'Farrell Roofing Inc.'|farrell roofing|true
Henson Robinson Company|Henson Robinson Company|IL|1.00|2.00|170.00|327989.00|370680340|'Henson Robinson Co.'|henson robinson|false
Advanced Roof Design, Inc.|Advanced Roof Design, Inc.|CA|1.00|2.00|23.00|44520.00|470858695|'Advanced Roof Design Inc.'|advanced roof design|false
Tecta America Sacramento, Inc.|Tecta America Sacramento, Inc.|CA|1.00|2.00|45.00|87889.00|202970607|'Tecta America Sacramento Inc.'|tecta america sacramento|false
Aiken Plant|Owens Corning|SC|1.00|2.00|181.00|447120.00|454533190|'Owens Corning'|owens corning|false
Office|The Fania Company|NJ|1.00|2.00|33.00|59741.00|221501476|'The Fania Co.'|the fania|false
Scott Construction Inc.|Scott Construction Inc.|WI|1.00|2.00|98.00|235199.00|390979191|'Scott Enterprises Inc.'|scott|false
Leading Builders Group LLC (Master)|AECOM|NY|1.00|2.00|150.00|298768.00||'AECOM'|aecom|false
Hale Construction|Hale Construction|CA|1.00|2.00|110.00|220000.00|813372946|'Hale Associates LLC'|hale|false
GSM Roofing|GSM Roofing|PA|1.00|2.00|109.00|231257.00|232553249|'GSM Roofing'|gsm roofing|false
BEST Contracting Services Inc|BEST Contracting Services Inc|CA|1.00|3.00|592.00|1138584.00|953781209|'BEST Contracting Services Inc.'|best contracting|false
Cox Roofing|Cox Roofing|MO|1.00|2.00|34.00|58442.00||'Cox Roofing'|cox roofing|false
Johnson's Roofing Service Inc|Johnson's Roofing Service Inc|SC|1.00|2.00|93.00|221910.00|561458196|'Johnson's Roofing Service Inc.'|johnson's roofing service|false
Guy Roofing Inc.|Guy Roofing Inc.|SC|1.00|2.00|131.00|295310.00|208994230|'Guy Roofing Inc.'|guy roofing|false
Hillside 1|Dynamic Manufacturing|IL|1.00|3.00|388.00|821469.00|363989759|'Dynamic National'|dynamic|false
Hillside 2|Dynamic Manufacturing|IL|1.00|3.00|247.00|506331.00|363989759|'Dynamic National'|dynamic|false
Superior Roofing|Superior Roofing Services Inc|IN|1.00|2.00|48.00|69899.00||'Superior Roofing Inc.', 'Superior Roofing LLC', 'Superior Roofing Services Inc.', 'Superior Roofing Systems Inc.'|superior roofing|true
Tecta America West Florida LLC|Tecta America West Florida LLC|FL|1.00|2.00|20.00|36536.00|841505685|'Tecta America West Florida LLC'|tecta america west florida|false
500-NBH-STEEL CENTER|N.B. HANDY COMPANY|VA|1.00|1.00|18.00|33254.00|540238570|'N.B. Handy Co.'|n.b. handy|false
040-NBH-ROANOKE|N.B. HANDY COMPANY|VA|1.00|2.00|21.00|34143.00|540238570|'N.B. Handy Co.'|n.b. handy|false
050-NBH-RICHMOND|N.B. HANDY COMPANY|VA|1.00|2.00|25.00|40672.00|540238570|'N.B. Handy Co.'|n.b. handy|false
030-NBH-RALEIGH|N.B. HANDY COMPANY|NC|1.00|2.00|26.00|40775.00|540238570|'N.B. Handy Co.'|n.b. handy|false
070-NBH-NORFOLK|N.B. HANDY COMPANY|VA|1.00|1.00|17.00|26668.00|540238570|'N.B. Handy Co.'|n.b. handy|false
160-NBH-MACHINERY|N.B. HANDY COMPANY|VA|1.00|1.00|8.00|13516.00|540238570|'N.B. Handy Co.'|n.b. handy|false
020-NBH-LYNCHBURG|N.B. HANDY COMPANY|VA|1.00|1.00|6.00|8585.00|540238570|'N.B. Handy Co.'|n.b. handy|false
090-NBH-HANOVER|N.B. HANDY COMPANY|MD|1.00|2.00|23.00|37915.00|540238570|'N.B. Handy Co.'|n.b. handy|false
110-NBH-GREENVILLE|N.B. HANDY COMPANY|SC|1.00|1.00|18.00|29420.00|540238570|'N.B. Handy Co.'|n.b. handy|false
060-NBH-GREENSBORO|N.B. HANDY COMPANY|NC|1.00|2.00|20.00|29266.00|540238570|'N.B. Handy Co.'|n.b. handy|false
190-NBH-DAVENPORT|N.B. HANDY COMPANY|FL|1.00|1.00|10.00|20758.00|540238570|'N.B. Handy Co.'|n.b. handy|false
010-NBH-CORPORATE|N.B. HANDY COMPANY|VA|1.00|2.00|64.00|102224.00|540238570|'N.B. Handy Co.'|n.b. handy|false
150-NBH-COLUMBIA|N.B. HANDY COMPANY|SC|1.00|1.00|10.00|14134.00|540238570|'N.B. Handy Co.'|n.b. handy|false
080-NBH-CHARLOTTE|N.B. HANDY COMPANY|NC|1.00|2.00|32.00|50205.00|540238570|'N.B. Handy Co.'|n.b. handy|false
210-NBH-CHARLESTON|N.B. HANDY COMPANY|SC|1.00|1.00|13.00|19181.00|540238570|'N.B. Handy Co.'|n.b. handy|false
140-NBH-BALTIMORE|N.B. HANDY COMPANY|MD|1.00|1.00|5.00|7063.00|540238570|'N.B. Handy Co.'|n.b. handy|false
120-NBH-ATLANTA|N.B. HANDY COMPANY|GA|1.00|2.00|25.00|38721.00|540238570|'N.B. Handy Co.'|n.b. handy|false
CMR CONSTRUCTION & ROOFING, LLC|CMR CONSTRUCTION & ROOFING, LLC|FL|1.00|2.00|112.00|126404.00|710873844|'CMR Construction & Roofing'|cmr construction & roofing|false
KAM ROOFING SERVICES LLC|KAM ROOFING SERVICES LLC|FL|1.00|2.00|17.00|33558.00|833997083|'KAM Roofing Services'|kam roofing|false
MODERN ROOFING, INC.|MODERN ROOFING, INC.|CA|1.00|2.00|20.00|33946.00|161648929|'Modern Roofing Inc.', 'Modern Roofing LLC'|modern roofing|true
Tecta America - Austin LLC|Tecta America Austin LLC|TX|1.00|2.00|39.00|86738.00||'Tecta America Austin LLC'|tecta america austin|false
CertainTeed, LLC|CertainTeed, LLC|PA|1.00|2.00|27.00|36817.00||'CertainTeed LLC'|certainteed|false
Roof Tech|Roof Tech, Inc.|MN|1.00|2.00|36.00|47077.00|411738553|'Roof Tech Inc.'|roof tech|false
AOC Tennessee Colorants|Alpha Corporation|TN|1.00|2.00|42.00|81434.00|621576207|'Alpha Construction Services'|alpha|false
Scalo Inc.|Scalo Inc.|PA|1.00|2.00|32.00|64657.00|232885490|'Scalo Incorporated'|scalo|false
Peterson Construction Co.|Peterson Construction Co.|OH|1.00|2.00|35.00|68986.00||'Peterson Consulting Group'|peterson|false
Owens Corning|Owens Corning|OH|1.00|2.00|65.00|133282.00|351575937|'Owens Corning'|owens corning|false
Deer Park Roofing Louisville|Deer Park Roofing|KY|1.00|2.00|39.00|91260.00|311803193|'Deer Park Roofing, LLC'|deer park roofing|false
Premier Services|Premier Services|TX|1.00|2.00|24.00|39029.00|204499270|'Premier Enterprises'|premier|false
Sheet Metal|Metal Alliance, Inc.|PA|1.00|2.00|21.00|37637.00|232749020|'Metal Alliance, Inc.'|metal alliance|false
Roofing|Grace Roofing & Sheet Metal Enterprise|FL|1.00|2.00|30.00|59239.00|263981778|'Grace Roofing & Sheet Metal Enterprise'|grace roofing & sheet metal enterprise|false
Nations Roof of IL|Nations Roof|IL|1.00|2.00|42.00|69463.00||'Nations Roof', 'Nations Roof LLC'|nations roof|true
Main Office|Versacon, Inc.|MN|1.00|2.00|24.00|53750.00|800181826|'VersaCon LLC'|versacon|false
Paramount Roofing, Inc|Paramount Roofing, Inc|NY|1.00|2.00|25.00|45059.00|262459527|'Paramount Roofing Inc.', 'Paramount Roofing LLC'|paramount roofing|true
Four Seasons Kanga Roof|Four Seasons Kanga Roof|MI|1.00|2.00|45.00|41702.00|371532159|'Four Seasons Kanga Roof'|four seasons kanga roof|false
Tishman Construction Corporation|AECOM|NY|1.00|3.00|1245.00|2311850.00||'AECOM'|aecom|false
Empire Roofing Companies Inc|Empire Roofing Companies Inc|TX|1.00|2.00|189.00|422926.00|752759310|'Empire Roofing Companies, Inc.'|empire roofing companies|false
Empire Roofing Company of Georgia Inc|Empire Roofing Company of Georgia Inc|GA|1.00|2.00|64.00|106522.00|271811195|'Empire Roofing Company of Georgia, Inc.'|empire roofing company of georgia|false
Empire Roofing Company Southeast LLC|Empire Roofing Company Southeast LLC|FL|1.00|2.00|76.00|166786.00|261887467|'Empire Roofing Company Southeast, LLC'|empire roofing company southeast|false
Empire Roofing of Oklahoma Inc|Empire Roofing of Oklahoma Inc|OK|1.00|2.00|40.00|81112.00|464038268|'Empire Roofing of Oklahoma, Inc.'|empire roofing of oklahoma|false
AECOM: CS Federal|AECOM|VA|1.00|2.00|85.00|270982.00||'AECOM'|aecom|false
Hunt Construction Group|AECOM|IN|1.00|3.00|895.00|1720011.00||'AECOM'|aecom|false
JHS Restoration|JHS Restoration Inc|CT|1.00|1.00|20.00|30946.00|272097915|'JHS Restoration Inc.'|jhs restoration|false
Empire Roofing Inc.|Empire Roofing Inc.|TX|1.00|3.00|253.00|486404.00|751828325|'Empire Roofing Corp.', 'Empire Roofing Inc.', 'Empire Roofing LLC', 'Empire Roofing Solutions', 'Empire Roofing Systems Inc.', 'Empire Roofing, Inc.'|empire roofing|true
Russell Roofing Inc.|Russell Roofing Inc.|PA|1.00|2.00|37.00|57845.00|232680214|'Russell Roofing Co. Inc.'|russell roofing|false
Owens Corning|Owens Corning|MO|1.00|2.00|190.00|393170.00|250729265|'Owens Corning'|owens corning|false
Roofs, Inc.|Roofs, Inc.|IL|1.00|2.00|21.00|42000.00|362874756|'Roofs Inc.'|roofs|false
The Waterview Pines|Monarch|MN|1.00|2.00|98.00|168624.00|834668221|'Monarch Consulting Services'|monarch|false
Best Roofing Services, LLC|Best Roofing|FL|1.00|3.00|267.00|711229.00||'Best Roofing Company'|best roofing|false
Nation Roof Residential|Nations Roof LLC|FL|1.00|2.00|126.00|197826.00|815280112|'Nations Roof', 'Nations Roof LLC'|nations roof|true
Axiom Division 7|Axiom Division 7|WA|1.00|2.00|141.00|293917.00|261489962|'Axiom Division 7 Inc.'|axiom division 7|false
McKinnis Inc.|McKinnis Inc.|NE|1.00|2.00|80.00|154649.00|470752353|'McKinnis Inc.'|mckinnis|false
Maintenance Inc.|Maintenance Inc.|TX|1.00|1.00|12.00|24960.00||'Maintenance Management Inc.'|maintenance|false
Campany Roof Maintenance|Campany Roof Maintenance|FL|1.00|2.00|43.00|100888.00|270278579|'Campany Roof Maintenance LLC'|campany roof maintenance|false
ARS, a Tecta America Company, LLC|ARS, a Tecta America Company, LLC|SD|1.00|2.00|55.00|106429.00|841505685|'ARS, A Tecta America Company'|ars, a tecta america|false
Excel Services Inc|Excel Services Inc.|KY|1.00|2.00|120.00|242437.00|204339280|'Excel Construction Group'|excel|false
Aquatica (APC)|SEA|CA|1.00|3.00|212.00|171956.00|132873726|'SEA, Ltd.'|sea|false
Anthony Roofing Tecta America, LLC|Anthony Roofing Tecta America, LLC|IL|1.00|2.00|82.00|88800.00|362699848|'Anthony Roofing Tecta America LLC'|anthony roofing tecta america|false
Spring Sheet Metal & Roofing LLC|Spring Sheet Metal & Roofing, LLC|NY|1.00|2.00|38.00|67064.00|814111885|'Spring Sheet Metal & Roofing, LLC'|spring sheet metal & roofing|false
Nations Roof Southern Florida|Nations Roof LLC|FL|1.00|2.00|71.00|100581.00|475327013|'Nations Roof', 'Nations Roof LLC'|nations roof|true
Pioneer Roofing|Pioneer Roofing Co|AZ|1.00|2.00|34.00|62789.00|861037548|'Pioneer Roofing Co.', 'Pioneer Roofing Company', 'Pioneer Roofing Systems Inc.'|pioneer roofing|true
Black Hawk Roof Company|Black Hawk Roof Co.|IA|1.00|2.00|53.00|137200.00|421405570|'Black Hawk Roof Co. Inc.'|black hawk roof|false
Commercial Roofing|Commercial Roofing A Tecta America Company|WI|1.00|2.00|20.00|28438.00|842696369|'Commercial Roofing a Tecta America Company LLC'|commercial roofing a tecta america|false
Fairburn Plant|Owens Corning|GA|1.00|2.00|240.00|527162.00||'Owens Corning'|owens corning|false
Siplast Modified Bitumen Roll Roofing Facility|Siplast, Inc.|AR|1.00|2.00|69.00|157158.00|742025584|'Siplast'|siplast|false
The Bri-Den Co.|The Bri-Den Co.|KY|1.00|2.00|33.00|51708.00|825212554|'The Bri-Den Co. Inc.'|the bri-den|false
N.F. Mansuetto & Sons, Inc.|N.F. Mansuetto & Sons, Inc.|OH|1.00|2.00|80.00|123036.00||'N.F. Mansuetto & Sons Inc.'|n.f. mansuetto & sons|false
Siplast Liquid Resin Facility|Siplast|AR|1.00|1.00|13.00|25883.00|742025584|'Siplast'|siplast|false
Rite-Way Roof Corporation|Rite-Way Roof Corporation|CA|1.00|2.00|30.00|41245.00|330978921|'Rite-Way Roof Corporation'|rite-way roof|false
Business Interiors|Facilitech, Inc.|TX|1.00|2.00|108.00|210247.00|752253859|'Facilitech Construction Group'|facilitech|false
Center for Organ Recovery and Education|CORE|PA|1.00|2.00|161.00|154595.00|251332885|'Core Consulting Group Inc.', 'Core Contractors Inc.'|core|true
Atlanta|Allied Management Inc|GA|1.00|2.00|30.00|58818.00|301007753|'Allied Construction Services'|allied|false
BBB|Allied Management Inc|TX|1.00|2.00|40.00|89362.00|301007753|'Allied Construction Services'|allied|false
Denver|Allied Management Inc|CO|1.00|1.00|15.00|20197.00|301007753|'Allied Construction Services'|allied|false
FB1|Allied Management Inc|TX|1.00|2.00|30.00|67436.00|301007753|'Allied Construction Services'|allied|false
Fort Mill|Allied Management Inc|SC|1.00|1.00|12.00|19333.00|301007753|'Allied Construction Services'|allied|false
Mira Loma|Allied Management Inc|CA|1.00|1.00|18.00|32113.00|301007753|'Allied Construction Services'|allied|false
Mykawa|Allied Management Inc|TX|1.00|2.00|300.00|392731.00|301007753|'Allied Construction Services'|allied|false
Ohio|Allied Management Inc|OH|1.00|2.00|40.00|55626.00|301007753|'Allied Construction Services'|allied|false
Ridgefield|Allied Management Inc|WA|1.00|1.00|13.00|22851.00|301007753|'Allied Construction Services'|allied|false
Dayton|Allied Management Inc|NJ|1.00|2.00|10.00|16903.00|301007753|'Allied Construction Services'|allied|false
StLouis|Allied Management Inc|MO|1.00|1.00|6.00|16308.00|301007753|'Allied Construction Services'|allied|false
Warren Valve|Allied Management Inc|TX|1.00|2.00|100.00|154685.00|301007753|'Allied Construction Services'|allied|false
Mykawa6666|Allied Management Inc|TX|1.00|1.00|10.00|20894.00|301007753|'Allied Construction Services'|allied|false
Allied Pipe HOU|Allied Management Inc|TX|1.00|1.00|15.00|31084.00|301007753|'Allied Construction Services'|allied|false
Allied Pipe Ill|Allied Management Inc|IL|1.00|1.00|10.00|10478.00|301007753|'Allied Construction Services'|allied|false
Mid State Roofing Inc|Mid State Roofing Inc|SC|1.00|2.00|24.00|46429.00|202017040|'Mid State Roofing Inc.'|mid state roofing|false
El Paso|Protech Roofing, LLC|TX|1.00|2.00|54.00|104105.00|274452657|'Protech Roofing LLC', 'PROTECH Roofing Solutions'|protech roofing|true
Tecta America Colorado|Tecta America Colorado LLC|CO|1.00|2.00|73.00|138259.00|202909369|'Tecta America Colorado LLC'|tecta america colorado|false
General Coatings Corp|General Coatings Corp|CA|1.00|3.00|333.00|610223.00|330259909|'General Coatings Manufacturing Corp.'|general coatings|false
The Roofing Company Inc|The Roofing Company Inc|CA|1.00|2.00|15.00|15185.00|383817059|'The Roofing Company Inc.'|the roofing|false
Interstate Ventures|Interstate Ventures|TN|1.00|2.00|36.00|48735.00|943422031|'Interstate Corp.'|interstate|false
KPost Roofing and Waterproofing|KPost Company|TX|1.00|3.00|388.00|794312.00|270073666|'KPost Company'|kpost|false
Willow Lake|Corporate|MN|1.00|3.00|453.00|900576.00|410268370|'Corporate Contractors Inc.'|corporate|false
Peach State Roofing Lawrenceville|Peach State Roofing, Inc.|GA|1.00|2.00|54.00|96974.00|581920786|'Peach State Roofing Inc.'|peach state roofing|false
Associated Roofing Professionals, LLC|Associated Roofing Professionals, LLC|IN|1.00|2.00|33.00|47699.00|351844713|'Associated Roofing Professionals Inc.'|associated roofing professionals|false
Buck Roofing & Construction LLC|Buck Roofing & Construction LLC|KS|1.00|2.00|46.00|97852.00|431926624|'Buck Roofing & Construction LLC'|buck roofing &|false
All American Roofing, Inc|All American Exterior Solutions|IL|1.00|2.00|11.00|9565.00|363422277|'All American Exterior Solutions'|all american exterior|false
JB Roofing a Tecta America Company LLC|JB Roofing a Tecta America Company LLC|OH|1.00|2.00|87.00|153369.00|814397282|'JB Roofing a Tecta America Company LLC'|jb roofing a tecta america|false
Professional Group Management Inc.|Professional Group Management Inc|FL|1.00|2.00|28.00|82759.00|650840982|'Professional Construction Services Inc.'|professional|false
Elmer W. Davis, Inc|Elmer W. Davis, Inc|NY|1.00|3.00|250.00|280350.00||'Elmer W. Davis Inc.'|elmer w. davis|false
Crawford Roofing Experts|Crawford Roofing Experts|IL|1.00|1.00|20.00|38714.00|320359884|'Crawford Roofing Experts LLC'|crawford roofing experts|false
J.D. Miles & Sons Inc.|J.D. Miles & Sons Inc|VA|1.00|2.00|24.00|42639.00|540623631|'J.D. Miles & Sons Inc.'|j.d. miles & sons|false
Roser Technologies Inc.|Roser Technologies Inc.|PA|1.00|2.00|150.00|291243.00||'Roser Co. Ltd.'|roser|false
Brox Industries Inc - Contracting|Brox Industries Inc,|MA|1.00|2.00|136.00|208066.00|042772247|'Brox Industries LLC'|brox|false
Brox Industries Inc. - Materials|Brox Industries Inc.|MA|1.00|2.00|41.00|82512.00|042772247|'Brox Industries LLC'|brox|false
Browning Chapman, LLC|Browning Chapman, LLC|IN|1.00|2.00|124.00|259259.00|461327461|'Browning Chapman, LLC'|browning chapman|false
Apollo Roofing and Sheet Metal|Greenwood Industries|RI|1.00|2.00|24.00|49357.00|821688474|'Greenwood Industries Inc.'|greenwood|false
Greenwood Industries|Greenwood Industries|MA|1.00|3.00|209.00|438064.00|043165907|'Greenwood Industries Inc.'|greenwood|false
Greenwood Industries CT|Greenwood Industries|CT|1.00|2.00|63.00|133013.00|043165907|'Greenwood Industries Inc.'|greenwood|false
Monahan & Loughlin|Greenwood Industries|NY|1.00|2.00|40.00|84223.00|834328471|'Greenwood Industries Inc.'|greenwood|false
Legacy roofing Services LLC|Legacy Roofing Services LLC|OH|1.00|2.00|150.00|277717.00|842210872|'Legacy Roofing', 'Legacy Roofing LLC'|legacy roofing|true
Alpha Systems LLC|Alpha systems LLC|IN|1.00|3.00|549.00|1105724.00|261393320|'Alpha Construction Services'|alpha|false
Englert, Inc.|Englert, Inc.|NJ|1.00|2.00|180.00|586614.00|221846809|'Englert Inc.'|englert|false
Great Lakes Management GTHI Talamore Sun Prairie|Great Lakes Management|WI|1.00|2.00|29.00|17162.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Amira Choice Bloomington|Great Lakes Management|MN|1.00|2.00|35.00|32142.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI NorBella Prior Lake|Great Lakes Management|MN|1.00|2.00|20.00|16922.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Hayden Grove|Great Lakes Management|MN|1.00|2.00|35.00|27917.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI The Glenn Minnetonka|Great Lakes Management|MN|1.00|2.00|77.00|108258.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Cottagewood  Buffalo AL|Great Lakes Management|MN|1.00|2.00|49.00|63100.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Cottagewood  Buffalo MC|Great Lakes Management|MN|1.00|2.00|50.00|65126.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI The Glenn Hopkins Terraces|Great Lakes Management|MN|1.00|2.00|98.00|109854.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Cottagewood Rochester|Great Lakes Management|MN|1.00|2.00|204.00|306259.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Comfort Residence Blaine|Great Lakes Management|MN|1.00|2.00|39.00|30457.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Seven Hills Senior Living|Great Lakes Management|MN|1.00|2.00|45.00|36737.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Talamore St. Cloud|Great Lakes Management|MN|1.00|2.00|72.00|43265.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Comfort Residence St. Louis Park|Great Lakes Management|MN|1.00|2.00|27.00|34594.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Comfort Residence Le Sueur|Great Lakes Management|MN|1.00|2.00|32.00|33186.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management Laurel Village|Great Lakes Management|MN|1.00|2.00|20.00|42133.00|411614587|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management Corporate|Great Lakes Management|MN|1.00|2.00|33.00|74811.00|411614587|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Cottagewood  Mankato|Great Lakes Management|MN|1.00|2.00|39.00|35279.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Nations Roof of Carolina, LLC|Nations Roof of Carolina|NC|1.00|2.00|28.00|58188.00|205757234|'Nations Roof of Carolina'|nations roof of carolina|false
Merit Contracting|Merit Contracting|MN|1.00|2.00|68.00|111565.00|411426936|'Merit Contracting Inc.'|merit contracting|false
